case,level,agl_median_m,agl_min_m,agl_max_m,speed_mean,speed_p95,speed_max,w_abs_p99,w_abs_max,w_grid_abs_p99,w_grid_abs_max
v2_auto1_n80_top12_s26,39,2985.19189453125,2044.230224609375,3830.7080078125,3.9859673976898193,6.2347917556762695,7.040066719055176,0.357174813747406,4.404909610748291,0.49145573377609253,5.3466997146606445
v2_auto1_n80_top12_s26,40,3118.968017578125,2161.623779296875,3977.78759765625,3.86246657371521,5.773144721984863,6.611428260803223,0.3386589586734772,4.2621307373046875,0.4541163146495819,5.080585479736328
v2_auto1_n80_top12_s26,41,3255.841796875,2283.214599609375,4126.49169921875,3.7929351329803467,5.4505815505981445,6.068666934967041,0.3144642412662506,4.050558090209961,0.4134480059146881,4.771109580993652
v2_auto1_n80_top12_s26,42,3394.9930419921875,2408.937255859375,4276.88916015625,3.77919864654541,5.629326820373535,6.514642715454102,0.28807151317596436,3.773026943206787,0.38235554099082947,4.492977142333984
v2_auto1_n80_top12_s26,43,3537.3450927734375,2538.718994140625,4429.05517578125,3.82794189453125,6.436380863189697,7.330188274383545,0.2808975577354431,3.850726842880249,0.3637227714061737,4.90435791015625
v2_auto1_n80_top12_s26,44,3682.7078857421875,2672.481689453125,4583.0634765625,3.962264060974121,7.263366222381592,8.10785961151123,0.27958032488822937,4.220923900604248,0.3605213761329651,5.325564861297607
v2_auto1_n80_top12_s26,45,3830.822265625,2810.10107421875,4738.99072265625,4.093179225921631,7.628273010253906,8.332075119018555,0.275736540555954,4.604817867279053,0.364336758852005,5.7611403465271
v2_auto1_n80_top12_s26,46,3981.8448486328125,2951.4462890625,4896.908203125,4.205812931060791,7.786787509918213,8.639800071716309,0.278422474861145,4.995331287384033,0.36228933930397034,6.18968391418457
v2_auto1_n80_top12_s26,47,4135.6910400390625,3096.51806640625,5056.88916015625,4.376890659332275,8.167186737060547,9.341792106628418,0.2805423140525818,5.366772174835205,0.359420508146286,6.570873260498047
v2_auto1_n80_top12_s26,48,4292.8282470703125,3245.23046875,5219.0,4.633263111114502,9.042149543762207,10.466283798217773,0.27730628848075867,5.703200340270996,0.35367241501808167,6.909046173095703
v2_auto1_n80_top12_s26,49,4451.8165283203125,3397.49853515625,5383.30126953125,4.993161678314209,9.782974243164062,11.166351318359375,0.27360251545906067,6.000014305114746,0.33862966299057007,7.191179275512695
